ASV01	NR_102854.1	97.143	280	8	0	1	280	1	280	1.84e-133	473
ASV01	NR_114472.1	98.513	269	3	1	13	280	1	269	1.84e-133	473
ASV01	NR_024662.1	97.143	280	8	0	1	280	1	280	1.84e-133	473
ASV01	NR_113646.1	98.846	260	3	0	21	280	1	260	1.11e-130	464
ASV01	NR_114975.1	97.080	274	8	0	7	280	1	274	3.98e-130	462
ASV01	NR_042435.1	97.080	274	8	0	7	280	1	274	3.98e-130	462
ASV01	NR_025881.1	96.751	277	9	0	4	280	2	278	3.98e-130	462
ASV01	NR_103934.2	96.071	280	11	0	1	280	8	287	1.85e-128	457
ASV01	NR_157777.1	96.071	280	11	0	1	280	1	280	1.85e-128	457
ASV01	NR_116172.1	96.390	277	10	0	4	280	2	278	1.85e-128	457
ASV01	NR_043314.1	96.390	277	10	0	4	280	1	277	1.85e-128	457
ASV01	NR_024924.1	97.059	272	7	1	9	280	1	271	1.85e-128	457
ASV01	NR_165748.1	95.714	280	12	0	1	280	8	287	8.61e-127	451
ASV01	NR_136501.2	95.714	280	12	0	1	280	8	287	8.61e-127	451
ASV01	NR_125523.1	95.714	280	12	0	1	280	1	280	8.61e-127	451
ASV01	NR_043289.1	95.714	280	12	0	1	280	4	283	8.61e-127	451
ASV01	NR_024910.1	96.691	272	8	1	9	280	1	271	8.61e-127	451
ASV01	NR_116489.1	96.350	274	10	0	7	280	1	274	8.61e-127	451
ASV01	NR_029103.1	95.714	280	12	0	1	280	2	281	8.61e-127	451
ASV01	NR_024918.1	96.350	274	8	2	8	280	1	273	3.10e-126	449
ASV01	NR_114197.1	97.692	260	6	0	21	280	1	260	1.11e-125	448
ASV01	NR_126220.1	96.992	266	8	0	15	280	1	266	1.11e-125	448
ASV01	NR_114479.1	96.014	276	10	1	6	280	1	276	1.11e-125	448
ASV01	NR_040859.1	96.324	272	10	0	9	280	1	272	1.11e-125	448
ASV01	NR_170428.1	95.357	280	13	0	1	280	1	280	4.01e-125	446
ASV01	NR_169411.1	95.357	280	13	0	1	280	1	280	4.01e-125	446
ASV01	NR_169334.1	95.357	280	13	0	1	280	3	282	4.01e-125	446
ASV01	NR_043424.1	95.668	277	12	0	4	280	2	278	4.01e-125	446
ASV01	NR_115874.1	95.357	280	13	0	1	280	4	283	4.01e-125	446
ASV01	NR_133828.1	95.357	280	13	0	1	280	1	280	4.01e-125	446
ASV01	NR_115336.1	96.617	266	9	0	15	280	1	266	4.01e-125	446
ASV01	NR_029063.1	95.357	280	13	0	1	280	2	281	4.01e-125	446
ASV01	NR_118347.1	95.668	277	10	2	5	280	7	282	1.44e-124	444
ASV01	NR_114751.1	96.296	270	10	0	11	280	5	274	1.44e-124	444
ASV01	NR_119225.1	97.308	260	7	0	21	280	1	260	5.18e-124	442
ASV01	NR_135725.1	96.283	269	10	0	12	280	1	269	5.18e-124	442
ASV01	NR_114226.1	97.308	260	7	0	21	280	1	260	5.18e-124	442
ASV01	NR_114224.1	97.308	260	7	0	21	280	1	260	5.18e-124	442
ASV01	NR_112073.1	97.308	260	7	0	21	280	1	260	5.18e-124	442
ASV01	NR_104280.1	95.956	272	11	0	9	280	1	272	5.18e-124	442
ASV01	NR_104278.1	95.956	272	11	0	9	280	1	272	5.18e-124	442
ASV01	NR_113601.1	97.308	260	7	0	21	280	1	260	5.18e-124	442
ASV01	NR_169429.1	95.018	281	12	2	1	280	2	281	1.86e-123	440
ASV01	NR_109583.1	95.000	280	14	0	1	280	3	282	1.86e-123	440
ASV01	NR_157778.1	95.000	280	14	0	1	280	8	287	1.86e-123	440
ASV01	NR_115610.1	95.307	277	13	0	4	280	2	278	1.86e-123	440
ASV01	NR_043115.1	95.018	281	13	1	1	280	1	281	1.86e-123	440
ASV01	NR_043421.1	95.307	277	13	0	4	280	2	278	1.86e-123	440
ASV01	NR_041715.1	96.269	268	10	0	13	280	1	268	1.86e-123	440
ASV01	NR_121733.1	95.000	280	14	0	1	280	1	280	1.86e-123	440
ASV01	NR_026395.1	95.000	280	14	0	1	280	1	280	1.86e-123	440
ASV01	NR_040992.1	95.000	280	14	0	1	280	1	280	1.86e-123	440
ASV01	NR_025226.1	97.656	256	6	0	25	280	1	256	1.86e-123	440
ASV01	NR_159318.1	96.241	266	10	0	15	280	2	267	2.41e-122	436
ASV01	NR_133020.1	97.276	257	7	0	24	280	4	260	2.41e-122	436
ASV01	NR_036998.1	96.923	260	8	0	21	280	1	260	2.41e-122	436
ASV01	NR_036908.1	94.946	277	14	0	4	280	2	278	8.67e-122	435
ASV01	NR_115611.1	94.718	284	6	6	4	280	2	283	3.12e-121	433
ASV01	NR_137215.1	95.880	267	11	0	14	280	1	267	3.12e-121	433
ASV01	NR_043419.1	94.718	284	6	3	4	280	2	283	3.12e-121	433
ASV01	NR_115115.1	95.506	267	12	0	14	280	1	267	4.03e-120	429
ASV01	NR_041702.1	94.306	281	15	1	1	280	15	295	4.03e-120	429
ASV01	NR_037134.1	94.585	277	15	0	4	280	2	278	4.03e-120	429
ASV01	NR_025947.1	94.286	280	16	0	1	280	1	280	4.03e-120	429
ASV01	NR_169366.1	96.169	261	10	0	20	280	1	261	1.45e-119	427
ASV01	NR_113856.1	96.154	260	10	0	21	280	1	260	1.45e-119	427
ASV01	NR_042541.1	96.169	261	8	2	21	280	1	260	1.45e-119	427
ASV01	NR_159101.1	96.154	260	10	0	21	280	1	260	5.22e-119	425
ASV01	NR_165768.1	96.154	260	10	0	21	280	1	260	5.22e-119	425
ASV01	NR_114195.1	96.154	260	10	0	21	280	1	260	5.22e-119	425
ASV01	NR_116904.1	94.853	272	14	0	9	280	1	272	5.22e-119	425
ASV01	NR_104279.1	94.853	272	14	0	9	280	1	272	5.22e-119	425
ASV01	NR_113857.1	96.154	260	10	0	21	280	1	260	5.22e-119	425
ASV01	NR_113855.1	96.154	260	10	0	21	280	1	260	5.22e-119	425
ASV01	NR_113652.1	96.154	260	10	0	21	280	1	260	5.22e-119	425
ASV01	NR_113651.1	96.154	260	10	0	21	280	1	260	5.22e-119	425
ASV01	NR_041953.1	96.154	260	10	0	21	280	1	260	5.22e-119	425
ASV01	NR_040802.1	96.154	260	10	0	21	280	1	260	5.22e-119	425
ASV01	NR_042542.1	96.154	260	10	0	21	280	1	260	5.22e-119	425
ASV01	NR_118537.1	94.245	278	15	1	4	280	4	281	1.88e-118	424
ASV01	NR_043423.1	94.224	277	16	0	4	280	2	278	1.88e-118	424
ASV01	NR_117269.1	94.224	277	16	0	4	280	2	278	1.88e-118	424
ASV01	NR_025228.1	96.484	256	9	0	25	280	1	256	1.88e-118	424
ASV01	NR_044209.1	93.950	281	16	1	1	280	4	284	1.88e-118	424
ASV01	NR_041044.1	95.472	265	10	2	16	280	1	263	6.75e-118	422
ASV01	NR_117838.1	96.109	257	10	0	24	280	4	260	2.43e-117	420
ASV01	NR_114072.1	95.769	260	11	0	21	280	1	260	2.43e-117	420
ASV01	NR_118798.1	96.109	257	10	0	24	280	1	257	2.43e-117	420
ASV01	NR_113653.1	95.769	260	11	0	21	280	1	260	2.43e-117	420
ASV01	NR_113617.1	95.769	260	11	0	21	280	1	260	2.43e-117	420
ASV01	NR_037000.1	95.769	260	11	0	21	280	1	260	2.43e-117	420
ASV01	NR_024734.1	95.769	260	11	0	21	280	1	260	2.43e-117	420
ASV01	NR_112808.1	95.769	260	11	0	21	280	1	260	2.43e-117	420
ASV01	NR_136445.1	93.594	281	16	2	1	280	2	281	8.73e-117	418
ASV01	NR_148295.1	95.785	261	8	3	21	280	1	259	8.73e-117	418
ASV01	NR_171510.1	93.571	280	18	0	1	280	12	291	8.73e-117	418
